"faqNbr","carClassNbr","faqCarNbr","faqCarNm","question","answer"
2234,3908,99,"KG모빌리티(쌍용) 체어맨
                H",중형차 대신 패밀리카로 쓸 만할까요?,"너무 괜찮죠. 썩어도 준치라고, 지금 기준에서도 승차감이 무척 좋은 차입니다. 뒷자리 레그룸도 충분해 아이들도 환영할 거예요. 나쁜 연비와 비싼 부품대만 감수할 수 있다면 가족의 동반자로서 쓸 만한 모델입니다."
2235,3908,99,"KG모빌리티(쌍용) 체어맨
                H","2.8과 3.2의 값 차이가 적은 이유는?",대배기량에 대한 막연한 거부감 때문일 듯합니다. 사실 현 시점에서는 자동차세 차이가 거의 없고 연비도 비슷합니다. 그러므로 3.2L인 600S도 꼭 보세요. 2.8에는 없는 사이드 에어백이 들어 있고 차체자세제어장치까지 기본이니까요.
2236,3867,98,"KG모빌리티(쌍용) 체어맨
                W",운전하기 너무 크지 않나요?,각 잡은 디자인 때문에 커 보이지만 사실 제네시스 G80과 비슷한 덩치예요. 길이가 110mm 긴 것만 빼면 같은 사이즈지요. 이로써 동 시대의 에쿠스에 비하면 직접 운전할 때의 부담이 한결 덜합니다.
2237,3867,98,"KG모빌리티(쌍용) 체어맨
                W",고질병이나 결함은요?,이따금 전자장비 트러블이 있습니다. 예를 들어 AV 시스템이 안 나온다거나 전동식 커튼의 고장 같은 것들이죠. 더 챙길 만한 부분은 초기 모델에서 등장하는 ‘변속 충격’ 이슈입니다. 이게 걱정스럽다면 개선형인 2010년 이후 생산 매물을 고르세요.
2238,3867,98,"KG모빌리티(쌍용) 체어맨
                W",후륜구동 모델로 사도 괜찮을까요?,"후륜 모델 주행안정성도 훌륭합니다. 한결 가볍게 가속되고 조금이나마 기름 덜 먹는다는 장점도 있죠. 사실 사륜구동은 매물이 적어서 맘에 드는 차 찾기 힘들 거예요. 그러니까 이 부분은 마음 비우시고, 차라리 2WD+윈터타이어 조합을 추천합니다."
2239,3867,98,"KG모빌리티(쌍용) 체어맨
                W",무상 보증은 언제까지인가요?,출고 후 5년 또는 10만km까지 무상 AS를 제공했습니다. 체어맨 W는 2011년에 단종됐으니 현재로서는 무상 보증을 기대할 수 없는 것. 만일 그런 기대가 있다면 2017년까지 생산된 뉴 체어맨 W도 함께 살펴보세요.
2240,5111,97,"KG모빌리티(쌍용) 렉스턴
                W",캠핑이나 차박용으로 괜찮겠죠?,"너무 좋죠. 프레임 보디 방식이어서 험로에 강하니까요. 요즘 나오는 SUV보다 키(1,840mm)도 커서 차박할 때도 쾌적할 것입니다. 도심 출퇴근보다 레저 활동에서 더욱 가치 높은 SUV예요."
2241,5111,97,"KG모빌리티(쌍용) 렉스턴
                W",힘이 약하지 않나요?,예전 2.7L 시절에 비하면 힘이 약해진 게 맞죠. 그렇지만 요즘 SUV들은 2.0L 디젤이 대세 아니겠어요? 덩치와 무게가 싼타페와 비슷하니 렉스턴 역시 2.0L 디젤로 충분할 겁니다. 실제 타 보면 토크가 좋아 ‘이 정도면 충분하다’고 여겨질 거예요.
2242,5111,97,"KG모빌리티(쌍용) 렉스턴
                W",승차감이 많이 나쁜가요?,최신형 SUV에 익숙한 분들은 그럴 수 있습니다. 프레임 보디 특유의 출렁임이 있고 이따금 덜컹거리기도 합니다. 대신 오프로드에서는 비교 불가한 강자예요. 로기어를 갖춘 파트타임 4WD도 달고 있죠. 결국 렉스턴은 “잘 하는 분야가 다르다”는 뜻입니다.
2243,5111,97,"KG모빌리티(쌍용) 렉스턴
                W",연비는 어때요?,배기량 줄인 2L 디젤은 이전 렉스턴보다 더 좋은 연비를 자랑합니다. 구연비 기준이지만 어쨌든 12년형 모델의 공인연비는 13.1~13.7km/L이었죠. 실제로는 10~11km/L 나온답니다. 무게와 덩치를 생각하면 무난한 편.
2244,5111,97,"KG모빌리티(쌍용) 렉스턴
                W",무상 AS 받을 수 있을까요?,렉스턴의 일반부품 무상 보증기간은 3년 또는 6만km이고 엔진과 변속기는 5년 또는 10만km까지입니다. 그러므로 단종 막바지에 출고된 매물은 엔진과 변속기 AS가 남은 걸로 구할 수도 있습니다.
2245,5640,96,"KG모빌리티(쌍용) 코란도
                투리스모","11인승은 속도제한이 걸리나요?",승합차 110km/h 속도 제한은 2013년 8월 15일 이후 출고된 차들에게만 해당됩니다. 반대로 그 이전에 나온 차는 설령 11인승이라도 속도 제한이 없지요. 이런 게 너무 복잡하다면? 그저 9인승 모델을 지르면 될 일입니다.
2246,5640,96,"KG모빌리티(쌍용) 코란도
                투리스모","9인승과 11인승 간에 고민입니다.","둘 다 4열까지 있으므로 실질적인 시트 활용성은 차이 없습니다. 어차피 4열은 성인이 앉는 용도가 아니기도 하죠. 11인승의 결정적인 장점은 자동차세가 1년에 6만5,000원이라는 것. 반면 9인승은 승용차처럼 배기량만큼 내야 합니다."
2247,5640,96,"KG모빌리티(쌍용) 코란도
                투리스모",고속도로 버스전용차로 탈 수 있어요?,"9인승과 11인승 모두 가능합니다. 다만 6명 넘게 타고 있어야 합니다. 위반할 경우 벌금 7만원, 벌점 30점을 받게 되니 유의하세요."
2248,5640,96,"KG모빌리티(쌍용) 코란도
                투리스모",카니발 대비 어떤 점이 좋을까요?,주행안정감이 근소하게나마 좋습니다. 카니발에게 없는 사륜구동(파트타임 방식)을 준비해 놓은 것도 오프로더로서 장점이 될 것입니다. 다만 카니발보다 설계가 낡은 점과 슬라이딩 도어가 없는 건 코란도 투리스모의 약점입니다.
2249,5581,95,르노코리아(삼성) SM5,연비가 나쁘다던데.,"네, 요즘 나오는 차들에 비하면 기름 많이 먹습니다. 실연비는 시내 7~8km/L, 고속 10~11km/L 수준. 만일 연비가 걱정스럽다면 유류대가 적게 드는 LPG 버전도 보세요. 가솔린으로 환산 시 13~14km/L의 기름값으로 굴릴 수 있으니까요."
2250,5581,95,르노코리아(삼성) SM5,부식 같은 건 없을까요?,이 차의 가장 큰 장점이 방청 성능이 좋다는 겁니다. 이 시기에 나온 국산차들은 차체가 썩는 바람에 제대로 굴러가는 녀석들이 드물잖아요. SM5는 그와 달리 불소도장으로서의 광택을 뽐내지요.
2251,5581,95,르노코리아(삼성) SM5,운전연습용으로 어떨까요?,별로 크지 않습니다. 아반떼 AD와 비교해 길쭉한 건 사실이지만 너비는 오히려 아반떼보다 25mm 작거든요. 각진 보디 덕에 신형 차들보다 시야가 좋은 것도 장점. 이 두 가지 요소는 초보가 운전 익힐 때 쓰기 적절하다는 걸 방증합니다.
2252,5581,95,르노코리아(삼성) SM5,수리가 힘들지 않을까요?,아직까지 부품 수급에 전혀 어려움이 없습니다. 결정적으로 내구성이 상당히 좋아서 고장으로 인해 황당한 일 겪지 않을 거예요. 200만원 정도의 적은 예산으로 탈 만한 중고차를 고른다면 가장 먼저 봐야 할 차입니다.
2253,5164,94,르노코리아(삼성) QM3,부품이 비싸다는 소문이 사실인가요?,QM3는 스페인에서 국내로 들여오는 ‘수입차’입니다. 국산차라면 부품도 국내에서 만들어져 값 쌀 텐데 그 반대의 케이스라 비싼 거죠. 대신 르노삼성 500여개 AS 망에서 수리 가능하므로 여타 수입차보다는 수리에 따른 부담이 그나마 덜합니다.
2254,5164,94,르노코리아(삼성) QM3,엔진 진동이나 소음은 어때요?,진동은 적습니다. 정차 시 소음도 크게 거슬리지 않습니다. 다만 가속 페달을 깊게 밟아 가속할 때는 특유의 ‘우웅~’거리는 부밍음이 있습니다. 다행히도 차의 급과 디젤 엔진이라는 걸 떠올리면 납득할 만한 수준입니다.
2255,5164,94,르노코리아(삼성) QM3,"90마력인데 힘 달리지 않나요?",최대토크가 22.4kgㆍm에 이르는 까닭에 전혀 힘 안 달립니다. 게트락의 명품 변속기가 엔진 파워를 바퀴까지 남김 없이 전하는 탓이기도 합니다. 신호등 스타트 1등이 쉽고 자력으로 시속 175km까지 끌어올릴 수 있습니다.
2256,5164,94,르노코리아(삼성) QM3,무상 AS는 언제까지예요?,"일반 부품은 3년 또는 6만km까지, 엔진과 변속기는 5년 또는 10만km까지입니다. 신차든 중고차든 똑같이 적용되니 매물 고르실 때 위의 조건을 잊지 마세요."
2257,5164,94,르노코리아(삼성) QM3,승차감은 어떤가요?,리어 서스펜션의 상하 스트로크가 길어 소형 SUV 특유의 쿵쾅거림이 없습니다. 코너링이 안정적이면서도 뒤쪽 승차감을 잃지 않았지요. 이 정도면 ‘차 크기에 비해 쾌적하다’고 느낄 것입니다.
2258,3985,93,르노코리아(삼성) QM5,이거 투싼 크기 아닌가요?,포지셔닝은 싼타페 쪽이되 실제 사이즈가 투싼에 가까웠던 게 맞습니다. 대신 장비 수준이나 실내 감성품질 등 다른 영역에서 싼타페를 앞지르는 포인트가 많았죠. 조개껍질처럼 열리는 테일게이트도 실내 공간을 상쇄하는 큰 매력입니다.
2259,3985,93,르노코리아(삼성) QM5,가솔린 모델은 어떨까요?,QM5는 유독 가솔린 버전의 인기가 높았습니다. 그만큼 상품성이 좋았기 때문이죠. 2.5L 가솔린 엔진은 4기통이라 수리비 싸고 연비도 제법 잘 나옵니다. 구입 시 CVT 상태를 잘 체크한다면 디젤보다 오래 타기도 유리합니다.
2260,3985,93,르노코리아(삼성) QM5,디젤 모델 내구성 괜찮을까요?,이 시대 디젤 SUV들은 엔진 인젝터가 대개 솔레노이드 타입이었지만 이 차는 요즘 유행하는 피에조 인젝터를 달았습니다. 엔진 내구성 면에서 유리하지요. 6단 AT도 튼튼하고 곳곳에 특별한 고질병도 없어 오랜 시간 곁에 둘 만합니다.
2261,3985,93,르노코리아(삼성) QM5,사륜구동이 유독 비싼 이유는?,도심형 크로스오버를 지향한 까닭인지 4WD 매물 자체가 적습니다. 결국 공급이 적어 상대적으로 비싸게 팔린다는 거죠. 아울러 2WD와 4WD는 비단 구동방식 차이뿐만 아니라 출력 차이(2008년형부터 4WD가 23마력 높음)가 있던 것도 이유일 겁니다.
2262,4850,91,르노코리아(삼성) SM7,"3.5가 상대적으로 저렴한 이유는?",유지에 대한 막연한 걱정 때문일 것입니다. 하지만 차령에 따른 자동차세 감면으로 2.3과 실제 세금 차이가 크게 줄었습니다. 2.3과 달리 힘이 넉넉해 실연비 차이도 거의 안 나죠. 그러니까 매물 고를 때는 2.3과 3.5를 함께 살펴보세요.
2263,4850,91,르노코리아(삼성) SM7,기름 많이 먹나요?,시내 연비가 좀 나쁩니다. 2.3 기준으로 6~7km/L 나오죠. 대신 고속도로 연비는 시내에 비해 한결 낫다고. 운전 성향에 따라 12~14km/L 기록한다는 게 중론이에요. 이 때문에 시내보다는 고속도로 많이 타는 운전자에게 어울릴 겁니다.
2264,4850,91,르노코리아(삼성) SM7,안전은 어떤가요?,"전 등급에 6개의 에어백과 차체 자세 제어장치가 있습니다. 비슷한 때 나왔던 다른 국산차와 비교시 압도적인 우위예요. KNCAP 충돌테스트 결과도 별 다섯 개였습니다. 이쯤이면 1,000만원 이하의 차들 중 가장 안전하다고 말할 수 있을 듯하네요."
2265,4850,91,르노코리아(삼성) SM7,잔고장은 없나요?,디스크 로터가 쉽게 휘는 것과 오토도어락이 잘 고장 난다고. 하지만 어차피 수리비 부담이 적은 영역입니다. 다만 파워스티어링 누유 이슈가 살짝 걱정인데 이는 EPS 적용 모델을 찾으면 문제 없을 것입니다.
2266,5581,90,르노코리아(삼성) 뉴SM5,현대차보다 수리비 비싸지 않나요?,르노삼성차는 부품값과 공임이 현대보다 비쌉니다. 대신 이때의 르노삼성차들은 내구성이 참 좋은 편이에요. 고장이 적게 나는 만큼 수리비 나갈 일 자체가 적다는 거죠. 무엇보다 ‘부식에 강하다는 것’ 하나 만으로도 분명한 우위입니다.
2267,5581,90,르노코리아(삼성) 뉴SM5,고질병은 없나요?,브레이크 디스크 로터가 쉽게 휘는 문제가 있습니다. 이 경우 제동 시 운전대가 달달 떨게 되지요. 아울러 오토 도어락의 모터가 쉽게 고장 나서 필연적으로 한번쯤 교체하게 된대요. 다행히 이 것들의 수리비는 그리 비싸지 않은 편입니다.
2268,5581,90,르노코리아(삼성) 뉴SM5,연비가 많이 나쁜가요?,구식 엔진에 4단 AT 달아 확실히 기름 많이 먹습니다. 천천히 항속해야 11~12km/L 나오는 정도. 만일 이런 게 부담이면 LPG 버전을 살펴보세요. 지금은 시세 차이도 얼마 안 나고 SM5의 경우 쏘나타에 비해 옵션 많은 LPG 매물이 풍부한 편이니까요.
2269,5581,90,르노코리아(삼성) 뉴SM5,‘티아나 램프’는 검사 때 걸리나요?,걸린다 안 걸린다 말이 많은 부분인데요. 진짜로 닛산 정품을 달았다면 ‘순정 부품’의 범주에 들어 무사 통과 가능하다는 게 중론입니다. 다만 모조품일 경우에는 재검 대상이니 유의할 필요 있겠습니다.
2270,4577,88,르노코리아(삼성) 뉴SM3,"112마력, 너무 힘 없지 않나요?",파워 면에서 매력 없는 게 사실입니다만 이 차는 가속력으로 타는 차가 아닙니다. 매끄럽고 부드러운 주행감이 매력인 모델이라서죠. 가족과 함께 쾌적하게 이동하는 게 목적이세요? 고출력의 라이벌보다 도리어 만족스러울 것입니다.
2271,4577,88,르노코리아(삼성) 뉴SM3,"4인 가족용으로 괜찮아요?",SM3의 덩치는 최신 준중형차인 아반떼 AD보다 큽니다. 이는 고스란히 실내 공간에서 장점으로 드러나지요. 뒷좌석 레그룸이 여유롭고 트렁크에 짐도 많이 들어갑니다. 이 차는 4인 가족의 패밀리카로도 훌륭한 선택입니다.
2272,4577,88,르노코리아(삼성) 뉴SM3,연비는 얼마나 될까요?,묘할 정도로 연비가 잘 나옵니다. 아무래도 무단변속기(CVT)의 영향인 듯해요. 고속도로에서는 20km/L도 나오고 시내에서도 11~12km/L 내는 좋은 연비를 자랑합니다.
2273,4653,86,현대 i40,가솔린과 디젤 중 고민입니다.,"연비는 확실히 디젤이 좋습니다. 16~18km/L 나오니까요. 대신 가속은 가솔린 모델이 빠릅니다. 최고속도도 20km/h 정도 더 나옵니다. 결국 이렇게 정리할 수 있겠네요. 주행거리가 많으면 디젤, 힘찬 달리기를 원한다면 가솔린."
